Time (h),miR-200,ZEB mRNA ,miR-34,SNAIL mRNA,Signal driving SNAIL
20.33333333,29683.86053,28.81315427,19966.96559,288.2322529,13555.55556
20.375,29668.44856,28.8427065,19962.32654,288.4650866,13583.33333
20.41666667,29653.05761,28.87223435,19957.69608,288.6976029,13611.11111
20.45833333,29637.68766,28.9017378,19953.07421,288.9298019,13638.88889
20.5,29622.33872,28.93121687,19948.46093,289.1616836,13666.66667
20.54166667,29607.01079,28.96067155,19943.85624,289.393248,13694.44444
20.58333333,29591.70387,28.99010183,19939.26013,289.6244952,13722.22222
20.625,29576.41796,29.01950774,19934.67262,289.855425,13750
20.66666667,29561.15305,29.04888925,19930.09369,290.0860375,13777.77778
20.70833333,29545.90916,29.07824637,19925.52335,290.3163327,13805.55556
20.75,29530.68628,29.10757911,19920.9616,290.5463105,13833.33333
20.79166667,29515.4844,29.13688745,19916.40844,290.7759711,13861.11111
20.83333333,29500.30353,29.16617141,19911.86386,291.0053144,13888.88889
20.875,29485.14368,29.19543098,19907.32788,291.2343404,13916.66667
20.91666667,29470.00483,29.22466616,19902.80048,291.4630491,13944.44444
20.95833333,29454.88699,29.25387695,19898.28167,291.6914404,13972.22222
21,29439.79016,29.28306335,19893.77145,291.9195145,14000
21.04166667,29424.71434,29.31222536,19889.26982,292.1472712,14027.77778
21.08333333,29409.65953,29.34136299,19884.77677,292.3747107,14055.55556
21.125,29394.62573,29.37047623,19880.29232,292.6018328,14083.33333
21.16666667,29379.61293,29.39956507,19875.81645,292.8286377,14111.11111
21.20833333,29364.62115,29.42862953,19871.34917,293.0551252,14138.88889
21.25,29349.65037,29.4576696,19866.89048,293.2812954,14166.66667
21.29166667,29334.70061,29.48668528,19862.44038,293.5071484,14194.44444
21.33333333,29319.77185,29.51567658,19857.99886,293.732684,14222.22222
21.375,29304.8641,29.54464348,19853.56594,293.9579023,14250
21.41666667,29289.97736,29.573586,19849.1416,294.1828033,14277.77778
21.45833333,29275.11164,29.60250412,19844.72585,294.407387,14305.55556
21.5,29260.26692,29.63139786,19840.31869,294.6316534,14333.33333
21.54166667,29245.4432,29.66026721,19835.92012,294.8556025,14361.11111
21.58333333,29230.6405,29.68911217,19831.53014,295.0792343,14388.88889
21.625,29215.85881,29.71793274,19827.14875,295.3025488,14416.66667
21.66666667,29201.09813,29.74672893,19822.77594,295.525546,14444.44444
21.70833333,29186.35845,29.77550072,19818.41172,295.7482259,14472.22222
21.75,29171.63979,29.80424813,19814.05609,295.9705884,14500
21.79166667,29156.94213,29.83297115,19809.70905,296.1926337,14527.77778
21.83333333,29142.26548,29.86166977,19805.3706,296.4143617,14555.55556
21.875,29127.60984,29.89034401,19801.04073,296.6357723,14583.33333
21.91666667,29112.97522,29.91899387,19796.71946,296.8568657,14611.11111
